path,total_conversions,total_conversion_value,total_null
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Display > Display > Push Notifications > Display > Display,4,15.044,13
Paid Search > Push Notifications,1,1.625,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,1,1.942,3
Push Notifications > Display > Push Notifications > Display > Push Notifications > Display,0,0,3
Push Notifications,5,13.511,12
Paid Search > Push Notifications > Push Notifications > Paid Search > Paid Search > Email > Paid Search > Paid Search > Email > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Paid Search > Paid Search > Paid Search > Email > Paid Search > Email > Paid Search > Paid Search,1,7.975,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Paid Search > Paid Search > Paid Social > Paid Search,1,5.521,2
Push Notifications > Push Notifications,1,1.762,2
Push Notifications,1,33.644,3
Push Notifications > Email,2,9.184,6
Paid Search > Push Notifications > Push Notifications > Paid Social > Push Notifications,1,3.668,3
Push Notifications > Push Notifications > Videos,1,3.998,3
Paid Search > Videos > Paid Search > Videos > Display > Paid Search > Paid Search > Paid Search > Videos > Display > Paid Search > Paid Search,1,4.56,3
Paid Search > Display,1,3.1,2
Push Notifications,1,4.184,2
Display > Push Notifications,1,5.613,2
Push Notifications > Paid Social,1,0.219,3
Display > Display > Display > Paid Search > Paid Search > Paid Search > Paid Social > Display > Display > Display > Display > Display > Display > Display > Paid Social > Display > Display > Paid Social > Display > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,1,3.692,3
Paid Search > Paid Search > Push Notifications,1,1.288,3
Push Notifications,3,7.192,10
Display > Push Notifications > Push Notifications > Affiliate,1,1.476,3
Paid Search > Paid Search > Paid Search > Paid Search > Affiliate > Paid Search > Affiliate > Paid Search,2,3.879,5
Videos > Videos > Email > Display > Display > Display,1,5.113,2
Push Notifications > Internal Campaign > SMS > Push Notifications,1,0.25,2
Paid Search > Display > SMS > Paid Search > Paid Search,1,4.006,2
Display > Push Notifications,1,3.208,3
Display > Email > Display > Display > Display > Display > Display > Display > Display,1,5.267,2
Push Notifications,1,0.58,3
Paid Search > Paid Search > Paid Search > SMS > Email > Paid Search,1,2,2
Paid Search > Paid Search > Paid Social > Videos > Videos > Paid Search > Paid Search,1,1.719,3
Push Notifications,1,15.68,3
Push Notifications > Paid Social > Affiliate,1,2.481,2
Display > Display > Display > Push Notifications > Display > Push Notifications > Display > Paid Social > Push Notifications,0,0,2
Email > Paid Search > Paid Search > SMS > Display > Email > Display > SMS > Paid Social > Paid Search > Paid Search > SMS > Display > Display > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social,1,1.9,2
Paid Search > Paid Social > Paid Search > Paid Social > Paid Search > Email > Paid Search,1,3.1,2
Paid Search > Paid Search > Push Notifications > Paid Social > Paid Search,1,2.6,2
Email > Push Notifications > Paid Social > Affiliate > Push Notifications,0,0,2
Paid Search > Display > Display > Paid Search > Paid Search > Display > Paid Search > Paid Social > Paid Social > Paid Search > Paid Search,1,3.436,3
Affiliate > Videos > Videos > Videos > Videos > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social,0,0,2
Display > Display,1,1.45,2
Affiliate > Email > Paid Search > Email > Paid Social > Paid Social > Paid Social > Email > Email > Paid Social > Email > Email > Paid Social > Affiliate > Paid Social > Paid Social,1,2.643,2
Email > Push Notifications > Videos > Push Notifications,1,1.54,2
Paid Search > Paid Search > Email > Paid Social > Paid Social,16,86.8184,55
Paid Search > Paid Search > Email > Push Notifications > Paid Social > Videos > Push Notifications > Paid Social > Videos,2,5.56,6
Display > Display > SMS > Push Notifications,1,5.51,3
Videos > Paid Search > Videos > Videos > Videos > Videos > Paid Social > Videos,0,0,2
Videos > Paid Social > Email > Email > Push Notifications > Email > Paid Social,0,0,2
Display > Display > Display > Paid Social > Push Notifications > Paid Social > Display > Paid Social > Push Notifications > Display > Push Notifications,1,5.456,2
Paid Search > Paid Search > Display > Push Notifications,1,12.15,3
Display > Display > Display > Display > Email > Display > Paid Social > Display > Display > Paid Social > Email > Paid Social,1,12.7,2
Paid Search > Paid Search > Paid Search > Videos > Paid Social > Paid Social > Paid Social > Paid Social > Email > Paid Social > Paid Search > Push Notifications > Paid Social,1,2.907,2
Display > Paid Search > Push Notifications,1,4.676,2
Paid Search > Email > Paid Search > Paid Search > Email > Paid Social > Paid Social > Email > Email > Paid Social > Paid Search > Paid Search > Videos > Paid Search,1,7.282,3
Email > Paid Social > Push Notifications,1,3.46,2
Push Notifications > Paid Search > Display > Email > Display > Paid Search > Paid Search > Paid Search > Affiliate,1,2.633,3
Email > Paid Social > Push Notifications > Email,1,2.51,3
Push Notifications > Paid Search > Push Notifications > Paid Search > Paid Search > Paid Social,1,3.94,2
Paid Social > Email > Paid Search > Email > Paid Social > Paid Social > Display > Display > Email > Videos > Paid Social > Paid Social > Paid Social > Paid Social,2,4.863,6
Paid Social > Paid Social > Paid Search > Paid Search > Display > Paid Search > Paid Search > Paid Search > Paid Search,1,5.946,3
Paid Search > Push Notifications > Paid Search > Push Notifications > Paid Search > Paid Search > Email > Push Notifications > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Paid Search,1,2.5,3
Paid Search > Display > Paid Search > Paid Search > Paid Search > Paid Search > Display > Paid Search > Display > Paid Social > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Push Notifications,0,0,3
Push Notifications,1,4.972,5
Display > Push Notifications > Display > Display > Push Notifications,1,5.429,2
Display > Display > Display > Display > Display > Display > Paid Search > Paid Search > Paid Search,1,6.2,3
Direct Mail > Direct Mail,1,1.456,2
Paid Search > Display > Display,1,2.545,2
Paid Search > Paid Search > Paid Search > Display > Paid Search > Paid Search,1,1.853,2
Paid Search > Display > SMS > Display > SMS > Display > SMS > Email,1,2.647,2
Display > Push Notifications > Display > Push Notifications,5,20.682,15
Internal Campaign > Display > Internal Campaign > Display > Internal Campaign,0,0,3
Push Notifications > Push Notifications,1,1.822,3
Push Notifications > Display > Internal Campaign > Display > Push Notifications,1,2.061,3
Paid Search > Paid Search > Paid Search > Paid Search > Email > Paid Search,1,0.995,3
Display > Paid Search > Videos,1,4,2
Display > Display,1,3.6,2
Display > Display > Push Notifications > Display > Display > Push Notifications,1,2.555,2
Push Notifications,1,4.021,3
Push Notifications > Videos,1,4.25,3
Paid Search > Paid Search > Videos > Videos > Videos > Videos > Videos > Videos > Videos > Videos > Videos,1,3.51,2
Email > Paid Social > Paid Social > Videos > Paid Social > Paid Social > Videos > Videos > Paid Social > Email,0,0,3
Paid Search > Paid Search > Display,1,2.568,3
Display > Display > Push Notifications,1,6.6,2
Display > Push Notifications > Display > Display > Push Notifications > Paid Search > Paid Social > Push Notifications,1,2.3,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Internal Campaign,1,3.815,3
Paid Search > Push Notifications,1,2.65,2
Display > Affiliate,1,2.452,2
Display > Display > Paid Search,0,0,2
Paid Search > Display > Paid Social > Paid Social > Paid Social,1,8.553,3
Direct Mail > Videos > Direct Mail > Videos > Push Notifications > Videos,1,2.5,2
Paid Search > Push Notifications > SMS > Push Notifications > Paid Search,0,0,3
Display > Display > Display > Display > Paid Search > Direct Mail > Display > Push Notifications,1,1.276,3
Videos > SMS > Paid Search > Videos > Internal Campaign > Paid Search,0,0,2
Paid Search > Display > Display > Display > Display > Display > Push Notifications > Push Notifications,1,8.086,2
Display > Display > Paid Search > Push Notifications,1,5.793,2
Push Notifications > Paid Search > Paid Social,0,0,2
Videos > Videos > Videos > Videos > Display > Display > Videos > Videos > Paid Social > Videos > Videos > Paid Social,1,1.6,3
Affiliate > Paid Search > Display > Push Notifications,1,3.994,2
Paid Search > Paid Search > Paid Social > Paid Search > Paid Search > Paid Social,1,1.892,3
Push Notifications > Push Notifications > Push Notifications > Push Notifications > Email > Paid Search > Email,1,4.65,2
Paid Search > Paid Search > Paid Search > Push Notifications > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Push Notifications > Paid Social > Paid Social,1,3.05,3
Email > Display,1,9,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Push Notifications,1,1.54,2
Paid Search > Paid Search > Paid Social > Paid Social > Email > Internal Campaign > Internal Campaign > Videos,1,14.345,3
Email > Email > Display > Videos > Display,1,3.078,2
Paid Search > Paid Search,1,2.255,3
Paid Search > Push Notifications > Paid Social > Paid Social > Display > Email > Push Notifications,1,8.55,3
Display > Display > Display > Display > Display > Email > Paid Social > Display > Display > Email > Push Notifications > Display > Display > Email > Display > Email > Email > Display > Display > Email,1,4.84,2
Paid Search > Display > Display > Push Notifications > Paid Search > Paid Social,0,0,2
Paid Search > Paid Search > Paid Search > Paid Search,1,3.446,3
Paid Search > Paid Search > Display > Push Notifications,1,2.59,3
Display > Display,1,1.5,2
Videos > Push Notifications,1,0.275,5
Display > Display,1,2.8,2
Display > Push Notifications > Display > Push Notifications > Display > Affiliate,1,1.15,3
Paid Search > Display,0,0,2
Paid Search > Paid Search > Paid Search,2,7.979333333,7
Display > Push Notifications > Email > Display > Display > Display > Display > Push Notifications > Paid Social > Email > Push Notifications,0,0,3
Paid Search > Email > Paid Search > Videos > Videos > Videos > Videos > Videos > Videos > Videos > Videos > Videos,1,2,3
Display > Display > Display > Display > Display,1,4.946,2
Display > Display > Display > Videos > Display > Paid Social > Videos > Display,1,5.456,2
Paid Search > Paid Search > Paid Social > Paid Search,1,3.904,2
Email > Push Notifications > Email > Display > Display > Display > Display > Display > Display > Display > Display > Email > Push Notifications > Email,0,0,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Videos > Internal Campaign > Email > Internal Campaign,1,3.8,2
Display > Paid Social > Push Notifications,1,2.763,2
Push Notifications > Paid Search > Paid Search > Paid Search,1,1.07,2
Display > Paid Search > SMS > Paid Search > Display > Paid Search > Paid Search > Paid Search > Display > Push Notifications > Paid Search > Paid Search > Paid Social > Display > Push Notifications,1,5.36,3
Push Notifications,1,0.416,3
Email > Push Notifications > Paid Social,2,5.1,5
Paid Search > Push Notifications,1,3.009,2
Push Notifications > Paid Social > Push Notifications,1,2.927,3
Display > Push Notifications,0,0,3
Push Notifications > Paid Social,1,2.06,2
Display > Display > Display > Display > Display > Display > Display > Display > Push Notifications > Display > Push Notifications > Display > Display > Display > Push Notifications > Display,0,0,2
Paid Search > Push Notifications > Display > Push Notifications > Videos > Affiliate,1,3.976,2
Paid Social > Internal Campaign > Internal Campaign > Push Notifications > Internal Campaign > Push Notifications > Push Notifications > Internal Campaign > Internal Campaign > Internal Campaign > Push Notifications > Paid Social > Paid Social > Internal Campaign > Push Notifications > Paid Social > Paid Social,1,2.602,2
Paid Search > SMS > Paid Search > Display > Display > SMS > Display > Display > Paid Search > Email > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications,0,0,3
Display > Push Notifications > Push Notifications > Videos > Internal Campaign > Push Notifications,1,2.59,3
Paid Search > Paid Search > Paid Social > SMS,1,1.86,3
Display > Display > Paid Search > Paid Search,0,0,2
Display > Push Notifications,1,2.144,2
Push Notifications > Paid Social,1,4.53,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,1,1.658,3
Paid Search > Display > Display > Paid Search > Paid Search,0,0,3
Paid Search > Paid Search > Paid Social,3,11.55225,11
Display > Paid Social > Display > Push Notifications > Display > Push Notifications,1,4.25,2
Push Notifications > Display > Display,0,0,3
Display > Affiliate,2,10.056,5
Display > Display > Push Notifications,1,4.015,2
Email > Display > Videos > Internal Campaign > Internal Campaign,1,1.58,3
Email > Paid Search > Email > Paid Search > Videos,1,9.619,3
Paid Social > Email > Internal Campaign > Internal Campaign,0,0,3
Paid Search > Push Notifications > Push Notifications,1,2.598,2
Display > Paid Social > Paid Search > Affiliate,1,1.34,3
Push Notifications > Push Notifications > Push Notifications > Paid Search > Push Notifications > Email,0,0,2
Videos > Push Notifications,1,1.601,2
Paid Search > Display > Push Notifications > Paid Search,1,3.153,2
Push Notifications > SMS > SMS > SMS > SMS > SMS > SMS > SMS > Paid Social > SMS > SMS > Push Notifications > SMS > Push Notifications > Push Notifications > Paid Social > Affiliate > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications,0,0,2
Push Notifications > Display > Display > Push Notifications,1,8.751,2
Push Notifications > Affiliate > Push Notifications,2,0.24,6
Paid Search > Paid Search > Paid Search > Paid Social,2,3.972,6
Paid Search > Push Notifications > Paid Search > Affiliate,1,0.722,3
Email > Display > Push Notifications > Email,1,4.54,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,1,5.041,3
Push Notifications > Email > Email,1,3.529,3
Display > Display > Email > Email > Paid Social,1,3.7,3
Display > Email,1,2.981,2
Display > Paid Search > Display > Push Notifications,1,5.54,2
Paid Search > Paid Search > Direct Mail,1,5.1,2
Display > Affiliate > Display > Push Notifications,1,3.367,2
Email > Display > Display > Push Notifications,1,8.852,3
Push Notifications > Display > Videos > Videos > Paid Social,1,1.984,2
Paid Search > Paid Search > Paid Search > Email > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Videos,1,6.25,3
Videos > Paid Social > Push Notifications > Audio,1,0.94,3
Display > Push Notifications,2,5.672,5
Display > Email > Email > Paid Social,1,7.536,3
Paid Search > Paid Search > Paid Search,2,14.943,6
Paid Search > Paid Search > Display > Paid Search > Paid Search,1,3,3
Display > Display > Push Notifications > Paid Search > Push Notifications > Paid Social > Email,1,3.124,2
Paid Search > Display > Paid Search > Display > Videos > Display,0,0,3
Paid Search > Display > Paid Search,1,3.215,3
Push Notifications,1,0.38,2
Paid Search > Paid Social > Videos > Affiliate,1,8.752,2
Email > Paid Social > Email > Videos > Paid Social > Email > Videos > Paid Social > Email > Push Notifications > Email > Paid Social > Paid Search > Email > Email > Email > Email > Push Notifications > Email,1,0.806,3
Paid Search > Push Notifications > Videos > Push Notifications > Paid Social,1,9.488,3
Display > Display > Push Notifications > Display,1,7.991,3
Paid Search > Paid Search > Paid Search > Paid Search,1,1.406,2
Display > Display > Paid Search,0,0,3
Push Notifications > Paid Search > Display > Email > Paid Search > Email > Paid Social > Paid Search > Email > Push Notifications,1,3.175,2
Paid Search > Paid Search > Paid Search > Display > Display > Paid Search > Paid Search > Paid Search > Paid Social > Paid Social > Paid Social > Paid Search > SMS > Paid Social > Paid Social,1,3.82,3
Internal Campaign > Email > Push Notifications,1,11.331,3
Display > Push Notifications > Push Notifications > Push Notifications,1,3.376,3
Paid Search > Paid Search > Paid Search > Paid Search > Push Notifications > Push Notifications > Paid Search > Push Notifications > Paid Search,1,1.154,3
Paid Search > Direct Mail > Push Notifications,0,0,3
Paid Search > Email > Push Notifications,1,4.571,3
Display > Push Notifications > Display > Push Notifications > Push Notifications > Display > Push Notifications > Display > Push Notifications > Push Notifications > Affiliate > Push Notifications > Push Notifications,1,5.646,3
Videos > Push Notifications > Display > Paid Search > Display > Display > Push Notifications,1,0.2,2
Videos > Email > Push Notifications > Videos > Display > Push Notifications > Videos > Push Notifications > Push Notifications > Email > Push Notifications,1,2.41,3
Email > Display > Display,13,42.3596875,42
Affiliate > Paid Search > Paid Search > SMS > Videos,0,0,3
Paid Search > Push Notifications > Push Notifications,1,2.85,3
Push Notifications > Push Notifications,3,10.323,13
Display > SMS > Paid Search > Paid Search,0,0,3
Push Notifications > Push Notifications,0,0,2
Push Notifications,2,8.172,5
Display > Email > Paid Social > Paid Search > Display > Display > Display > Paid Social > Display > Push Notifications > Paid Search,1,3.328,2
Display > Push Notifications > Paid Search > Push Notifications,1,7.93,2
Display > Display > Paid Social > Display > SMS > Display > Paid Social > Display > Push Notifications > Paid Social > Display > Push Notifications > Videos,1,4.966,2
Paid Search > Paid Search > Paid Search > Paid Social > Paid Social > Paid Social > Paid Social,11,65.61814286,38
Paid Search > Paid Search > Paid Social > Paid Social > Paid Search > Paid Social,1,2.5,2
Paid Search > Paid Search > Paid Search > Push Notifications > Push Notifications,1,3.919,3
Display > Display > Paid Search > Paid Search > Display > Paid Search > Paid Search > Display > Display,0,0,2
Push Notifications,1,0.4,2
Paid Search > Paid Search > Videos,1,4.56,3
Push Notifications > Push Notifications,0,0,3
Push Notifications > Display > Push Notifications,1,3.115,3
Paid Search > Paid Search > Videos > Display > Videos > Videos,1,2.531,3
Push Notifications > Push Notifications,1,2.33,3
Push Notifications > Email,1,2.45,2
Push Notifications,3,3.51,8
Display > Paid Social > Paid Search > Paid Social > Display > Paid Social > Paid Search > Videos,0,0,3
Videos > Push Notifications > Email > Videos > Paid Social > Videos > Email > Videos,2,6.911,5
Display > Display > Paid Search > Paid Search > Display > Paid Search,1,2.94,3
Internal Campaign > Push Notifications > Push Notifications > Push Notifications,0,0,2
Email > Paid Social > Paid Social > Display > Display > Paid Search > Push Notifications > Push Notifications > Paid Social > Internal Campaign > Push Notifications,1,1.652,3
Display > Push Notifications > Paid Search,1,3.994,3
Email > Paid Social > Paid Social > Paid Social > SMS > Affiliate,1,2.622,3
Videos > Display > Paid Search > Email > Paid Social > Push Notifications > Paid Social > Paid Social > Push Notifications > Paid Social > Paid Search > Paid Social > Push Notifications > Paid Social > Paid Social > Paid Social > Push Notifications > Paid Social > Display > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Display > Push Notifications > Push Notifications > Display > Email,1,7.217,3
Display > Videos,1,2.258,5
Display > Display > Display > Push Notifications,1,3.934,2
Push Notifications > Push Notifications > Display > Push Notifications > Paid Social > Push Notifications,1,5.697,2
Display > Display > Push Notifications > Email > Paid Social > Display,1,3.7,2
Paid Search > Paid Social > Push Notifications > Push Notifications > Paid Search > Push Notifications > Push Notifications,1,5.62,3
Paid Search > Push Notifications > Email > Paid Search,0,0,2
Display > Display > Display > Display > Display > Push Notifications > Display > Display > Push Notifications,0,0,2
Display > Paid Social > Display > Display > Display > Email > Push Notifications,1,4.51,3
Videos > Display > Videos > Paid Social > Videos > Videos,1,3.475,3
Display > Paid Social > Display > Push Notifications,1,10.406,2
Paid Search > Paid Social > Paid Social > Paid Social > Display > Push Notifications,1,7.88,2
Display > Email > Internal Campaign,1,4.609,2
Paid Search > Paid Search > Paid Social,2,7.277,5
Push Notifications,0,0,2
Paid Search > Paid Search,3,13.146,9
Paid Search > Push Notifications > Paid Search,1,8.4,3
Paid Search > Display,1,2.6,2
Paid Search > Paid Social > Display > Paid Search,1,1.467,3
Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Email > Paid Social > Paid Social > Affiliate > Paid Social > Paid Social > Paid Social > Paid Social > Email > Email > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social,1,3.336,2
Videos > Push Notifications > Push Notifications > Direct Mail > Paid Social > Push Notifications > Push Notifications > Paid Social,1,1.66,3
Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications,1,9.481,2
Paid Search > Email > Display > Push Notifications,1,2.425,3
Display > Email,9,30.555,27
Email > Email > Paid Social > Paid Social > Email > Paid Search > Email > Email > Email > Email > Display > Display > Email > Email > Email,0,0,2
Email > Email > Push Notifications,1,1.41,3
Push Notifications > Email > Push Notifications > Email > Email > Email,0,0,3
Paid Search > Paid Search > Paid Search > Paid Search > Email > Affiliate,1,2.529,3
Paid Search > Email > Paid Search > Paid Search > Videos,0,0,3
Paid Social > Paid Social > Paid Social > Paid Social > Paid Search > Paid Social > Paid Social,1,7.781,3
Videos > Videos > Videos > Push Notifications,2,13.633,6
Paid Search > Push Notifications > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social,1,1.574,3
Push Notifications > Push Notifications,0,0,2
Paid Search > Display > Paid Search > Display > Paid Search > Paid Search > Display > Paid Search > Paid Search > Paid Search,1,2.96,2
Paid Search > Display > Paid Search > Videos > Videos > Email,1,5.4,3
Display > Paid Search > Paid Search,0,0,3
Email > Paid Social > Paid Search > Paid Search > Internal Campaign,0,0,2
Paid Search > Videos > Paid Search > SMS > Videos > Videos > Videos > Videos > Paid Search > Paid Search,1,3.4,2
Display > Push Notifications,1,3.202,2
Push Notifications > Videos > Paid Social,1,4.563,2
Paid Search > Paid Social > Paid Search > Paid Social > Paid Social,1,2.522,3
Paid Search > SMS > Paid Social,3,10.919,7
Push Notifications > Push Notifications,1,1.006,2
Paid Search > Push Notifications,1,2.332,3
Push Notifications > Display > Paid Search > Paid Social > Paid Search > Paid Search > Paid Social > Paid Search > Paid Search > Paid Social > Paid Search > Email > Direct Mail,1,4.402,2
Email > Push Notifications > Email > Display > Display > Push Notifications,1,7.622,3
Display > Push Notifications,1,7.59,3
Paid Search > Paid Search > Display > Push Notifications > Paid Search > Paid Search > Paid Search > Paid Search,1,12.14,3
Paid Search > Display > Push Notifications > Affiliate,1,6.236,3
Display > Push Notifications > Paid Social > Internal Campaign,1,5.654,2
Paid Search > Paid Search > Push Notifications,1,5.756,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Paid Search > Paid Social > Paid Social > Paid Social > Paid Search > Videos,1,3.1,2
Paid Social > Paid Social > Email > Affiliate,1,5.326,2
Paid Search > SMS > Display > Display > Display > Display > Display > Display > Display > Paid Search > SMS > SMS > Paid Social,1,3.843,2
Paid Search > Paid Search,8,20.8344,28
Paid Search > Push Notifications,2,5.777333333,7
Display > Push Notifications,0,0,3
Paid Social > Paid Social > Paid Social > Paid Social > Display > Paid Social > Videos > Paid Social,2,4.671,5
Paid Search > Paid Search > Paid Search,2,9.124,5
Display > Push Notifications > Paid Search > Display > Paid Social > Push Notifications,1,2.912,2
Paid Search > Paid Search > Paid Search > SMS > Paid Search > Paid Search > Paid Social > SMS,1,3,3
Paid Search > Paid Search > Email > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,1,3.149,3
Paid Search > Paid Search > Email > Paid Search > Push Notifications > Display > Paid Search > Push Notifications > Paid Search > Paid Search > Push Notifications > Email > Push Notifications > Push Notifications > Paid Search > Paid Search,1,1.533,2
Push Notifications > Paid Search > Videos > Videos > Paid Search,0,0,3
Push Notifications > Affiliate,1,4.2,3
Videos > Videos > Videos > Videos > Videos > Paid Search > Videos > Videos,0,0,2
Display > Display > Videos,0,0,3
Email > Paid Search > Paid Search,3,10.6815,11
Display > Display > Display > Display > Push Notifications,1,5.464,3
Display > Display > Push Notifications,1,5.4,2
Push Notifications > Internal Campaign > Push Notifications,0,0,3
Email > Push Notifications > Display,1,2.098,5
Push Notifications > Affiliate,1,3.6,2
Videos > Videos > SMS > Email > Paid Social > Paid Search,1,4.652,3
Paid Search > Paid Search > Display > Paid Search > Paid Search > Paid Search,1,2.7,3
Push Notifications > Push Notifications > Affiliate,1,7.112,3
Display > Push Notifications,1,3.349,2
Affiliate > Paid Social > Paid Social,19,55.86180952,53
Push Notifications,1,5.15,3
SMS > Paid Search > Paid Search > Paid Search > Display > Paid Search,1,2.4,2
Push Notifications > Paid Search,2,2.114,6
Push Notifications,1,2.617,2
Display > Paid Social,0,0,3
Push Notifications > Paid Social > Paid Social > Videos > Email > Email > Paid Social > Paid Social > Paid Social > Videos > Paid Social > Paid Social > Paid Social > Push Notifications > Videos > Videos > Paid Social,1,2.47,2
Display > Display > Display > Display > Email > Push Notifications > Paid Search > Push Notifications > Paid Search > Push Notifications > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Videos > Videos,0,0,3
Paid Search > Paid Social > Videos > Affiliate,1,4.2505,6
Display > Push Notifications > Display > Push Notifications,1,2.629,2
Email > Push Notifications > Paid Search > Videos > Videos,0,0,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Push Notifications > Display > Paid Search > Email > Paid Search > Push Notifications > Email > Paid Search,1,1.724,2
Display > Display > Push Notifications,1,2.69,2
Paid Search > Push Notifications > Paid Search,1,1.406,3
Push Notifications,1,6.16,2
Push Notifications > Internal Campaign,1,2.57,3
Push Notifications,1,3.319,3
Videos > Videos > Display > Videos > Videos > Videos > Videos > Videos > Videos,1,2.8,3
Paid Search > Paid Search > Paid Search > Videos > Paid Search > Email,1,3.32,3
Email > Email > Display > Paid Social > Paid Social > Paid Social > Paid Social,1,2.9,2
Email > Push Notifications > Display > Display > Display > Display > Email > Paid Social > Paid Social > Videos > Videos > Affiliate > Display > Push Notifications,1,3.76,2
Push Notifications,1,7.126,2
Display > Paid Search > Internal Campaign > Display > Paid Search > Display > Push Notifications > Push Notifications > Push Notifications,1,4.159,3
Paid Search > Display > Paid Search > Display > Push Notifications > Display > Push Notifications,1,4.3,2
Paid Social > Paid Social > Display > Push Notifications > Paid Social > Display > Paid Social > Paid Social,0,0,3
Internal Campaign > Paid Search,1,2.219,2
Paid Search > Paid Search > SMS > Paid Social > Videos > Videos,1,1.696,3
Direct Mail > Push Notifications,1,2.94,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,0,0,3
Display > Videos > Internal Campaign > Paid Social,1,11.65,3
Email > Paid Search > Paid Social > Paid Social > Affiliate > Direct Mail > Paid Social > Paid Social,1,1.593,2
Paid Search > Push Notifications,1,1.419,3
Email > Paid Search > Paid Search > Push Notifications > Paid Search > Paid Social > Paid Social > Paid Social,1,3.633,2
Email > Paid Social > Email > Affiliate,8,22.09,38
Videos > Email > Internal Campaign > Email > Videos > Internal Campaign > Videos > Internal Campaign > Videos > Internal Campaign,0,0,2
Display > Push Notifications,0,0,2
Display > SMS > Display > Display > Display > Display > Paid Social > Paid Social > Paid Social > Display,1,2.85,2
Display > Paid Social > Push Notifications > Push Notifications,0,0,3
Display > Email > Display > Display > Display > Paid Social > Paid Social > Display,1,3.001,2
Push Notifications,2,9.579,5
Push Notifications > Email,0,0,3
Push Notifications > Push Notifications > Paid Social > Paid Social,1,1.877,2
Paid Search > Paid Search > Paid Search > Paid Search,1,10.415,2
Direct Mail > Display > Push Notifications > Display,0,0,3
Paid Search > Push Notifications > Push Notifications > Push Notifications > Paid Search > Paid Search > Push Notifications > Paid Social > Affiliate > Paid Search,1,3.196,2
Display > Display,0,0,2
Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Paid Social,1,3.59,2
Paid Search > Paid Search > Direct Mail,1,2.48,3
Push Notifications > Push Notifications > Paid Social > Push Notifications,1,1.428,3
Display > Push Notifications,2,10.849,6
Paid Search > Push Notifications > Display,1,11.387,3
Display > Push Notifications > Email > Videos > Display > Affiliate,0,0,2
Paid Search,19,62.96772727,72
Videos > Paid Social > Videos > Paid Search > Paid Social > Paid Social,2,10.034,6
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Paid Search > Paid Search > Affiliate,1,3.426,3
Paid Search > SMS > SMS,2,3.28,5
Display > Display > Display > Display > Display,1,0.14,2
Email > Display > Display > Display > Display > Email > Paid Search > Paid Search > Email > Email > Paid Social > Paid Social > Paid Social,1,1.9,3
Display > Push Notifications,6,22.128,22
Paid Search > Affiliate,1,2.505,2
Direct Mail,1,1.664,3
Push Notifications > Push Notifications > Push Notifications > Paid Social > Paid Social > Push Notifications,1,14.61,2
Internal Campaign > Display > Display > Paid Search > Display > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social,0,0,3
Push Notifications > Paid Search,1,3.165,2
Paid Search > Push Notifications,1,0.9,2
